cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,13,101.623,14.8061,34.7346,2.6778,1.00E-12,1.85,98.26,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,14,101.236,14.8014,34.735,3.0336,1.00E-12,1.87,98.28,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,15,101.397,14.7638,34.737,3.1893,1.00E-12,1.87,98.02,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,16,101.728,14.7498,34.7373,3.0087,1.00E-12,1.89,98.13,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,17,101.498,14.7466,34.738,2.9451,1.00E-12,1.92,98,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,18,101.922,14.7178,34.7394,3.1906,1.00E-12,1.83,97.96,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,19,101.736,14.7263,34.7383,3.1849,1.00E-12,1.86,97.95,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,20,101.198,14.7413,34.7374,3.1563,1.00E-12,1.84,97.98,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,21,101.696,14.6939,34.7402,2.9844,1.00E-12,1.86,97.96,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,22,101.036,14.7208,34.7384,3.317,1.00E-12,1.83,98.02,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,23,102.184,14.6652,34.7416,2.952,1.00E-12,1.85,97.9,,,,,
TN278,153,4/12/2012,17:23,-107.161,16.59278,3600,24,101.564,14.69,34.7398,3.1196,1.00E-12,1.86,97.89,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,1,105.456,14.244,34.7656,3.1015,1.00E-12,1.75,97.73,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,2,104.329,14.3712,34.7548,3.3606,1.00E-12,1.64,97.71,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,3,105.421,14.2135,34.7694,3.284,1.00E-12,1.72,97.66,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,4,104.446,14.3116,34.7592,3.3488,1.00E-12,1.66,97.7,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,5,105.1,14.2593,34.7636,3.4291,1.00E-12,1.67,97.69,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,6,104.943,14.2699,34.7623,3.4858,1.00E-12,1.69,97.71,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,7,104.925,14.2514,34.7633,3.469,1.00E-12,1.7,97.7,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,8,104.936,14.2678,34.762,3.5668,1.00E-12,1.66,97.73,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,9,104.472,14.3225,34.7591,3.5027,1.00E-12,1.63,97.71,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,10,105.321,14.2794,34.763,3.3799,1.00E-12,1.67,97.7,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,11,104.783,14.3312,34.7589,3.2965,1.00E-12,1.86,97.71,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,12,104.598,14.3936,34.7544,3.5319,1.00E-12,1.64,97.69,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,13,105.153,14.3048,34.7607,3.0884,1.00E-12,1.72,97.69,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,14,104.884,14.3594,34.7534,3.5163,1.00E-12,1.66,97.68,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,15,105.077,14.3562,34.7583,3.7649,1.00E-12,1.73,97.64,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,16,104.995,14.3742,34.7565,3.7319,1.00E-12,1.77,97.68,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,17,104.446,14.4527,34.7523,3.5307,1.00E-12,1.72,97.6,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,18,104.849,14.4499,34.7512,3.3762,1.00E-12,1.7,97.67,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,19,104.84,14.4986,34.7495,3.3868,1.00E-12,1.77,97.69,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,20,104.427,14.5102,34.7483,3.5606,1.00E-12,1.86,97.67,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,21,105.18,14.5161,34.7479,3.6322,1.00E-12,1.72,97.7,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,22,105.273,14.4912,34.7501,3.3943,1.00E-12,1.8,97.7,,,,,
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,23,105.063,14.5267,34.7475,3.6409,1.00E-12,1.82,97.71,23.4,0.57,2.58,0,24.4
TN278,154,4/12/2012,18:08,-107.161,16.59278,3600,24,104.917,14.5273,34.7483,3.5593,1.00E-12,1.82,97.7,23.4,0.72,2.56,0,24.4
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,1,150.287,12.9053,34.8137,0.424,1.00E-12,2,98.69,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,2,150.871,12.9072,34.8136,0.4234,1.00E-12,1.98,98.69,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,3,110.868,14.0731,34.7721,3.0354,1.00E-12,1.83,97.94,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,4,110.94,14.074,34.7721,3.099,1.00E-12,1.72,97.91,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,5,111.269,14.0741,34.772,2.7757,1.00E-12,1.76,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,6,110.945,14.0737,34.772,3.0585,1.00E-12,1.77,97.91,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,7,111.607,14.0742,34.772,2.7215,1.00E-12,1.82,97.94,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,8,110.84,14.075,34.772,2.7022,1.00E-12,1.74,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,9,110.865,14.0754,34.7719,2.7819,1.00E-12,1.75,97.94,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,10,110.995,14.0748,34.7721,2.9675,1.00E-12,1.73,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,11,111.666,14.073,34.7721,2.8511,1.00E-12,1.73,97.93,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,12,110.467,14.0776,34.7718,2.5695,1.00E-12,1.72,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,13,111.414,14.0763,34.7719,2.8137,1.00E-12,1.7,97.93,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,14,110.968,14.0841,34.7715,2.8473,1.00E-12,1.69,97.94,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,15,111.38,14.0805,34.7717,2.828,1.00E-12,1.71,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,16,110.668,14.0822,34.7716,2.8087,1.00E-12,1.72,97.91,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,17,110.922,14.0808,34.7717,2.8249,1.00E-12,1.74,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,18,111.464,14.0814,34.7717,2.7183,1.00E-12,1.67,97.93,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,19,110.11,14.087,34.7713,2.6336,1.00E-12,1.72,97.91,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,20,110.93,14.0896,34.7713,2.8411,1.00E-12,1.69,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,21,110.925,14.095,34.7708,2.7414,1.00E-12,1.72,97.93,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,22,111.216,14.0967,34.7709,2.8996,1.00E-12,1.67,97.91,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,23,111.014,14.1111,34.7702,3.2933,1.00E-12,1.69,97.92,,,,,
TN278,155,4/13/2012,0:06,-107.161,16.59278,3965,24,111.434,14.1162,34.7697,3.0822,1.00E-12,1.68,97.92,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,1,603.761,7.0005,34.5463,0.4514,1.00E-12,1.99,99.56,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,2,478.489,8.3786,34.5809,0.4582,1.00E-12,1.83,99.48,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,3,377.977,9.7061,34.6435,0.447,1.00E-12,1.79,99.36,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,4,277.526,11.1158,34.7257,0.4477,1.00E-12,1.78,99.2,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,5,191.35,12.1435,34.7883,0.4327,1.00E-12,1.68,98.93,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,6,171.602,12.4807,34.8016,0.4159,1.00E-12,1.66,98.83,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,7,161.138,12.6807,34.8078,0.4632,1.00E-12,1.63,98.78,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,8,156.954,12.7804,34.812,0.4638,1.00E-12,1.65,98.73,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,9,150.795,12.8383,34.8132,0.4782,1.00E-12,1.65,98.73,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,10,146.624,12.8711,34.8132,0.4744,1.00E-12,1.56,98.71,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,11,135.528,13.3054,34.8123,0.6408,1.00E-12,1.62,98.55,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,12,115.725,14.1967,34.7772,2.5265,1.00E-12,1.55,97.99,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,13,95.488,15.404,34.6992,1.3946,1.00E-12,1.81,98.9,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,14,84.67,17.0417,34.6077,1.2731,1.00E-12,10.72,98.86,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,15,79.584,17.6392,34.5573,1.379,1.00E-12,20.57,98.77,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,16,75.523,18.108,34.5262,1.7391,1.00E-12,28.79,98.72,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,17,70.869,18.5507,34.4928,1.6107,1.00E-12,37.93,98.54,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,18,64.949,19.6918,34.4284,2.6,1.00E-12,53.22,98.36,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,19,60.508,22.199,34.3049,2.3801,1.00E-12,100.05,97.97,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,20,50.087,25.4942,34.0821,1.4568,1.00E-12,200.37,97.9,,,,,
TN278,156,4/13/2012,15:33,-107.084,16.585,3400,21,40.544,26.3523,33.8999,0.8115,1.00E-12,203.26,98.14,,,,,
